PT. SINAR PURE FOODS INTERNATIONAL;;;;;;;;;;
Purchase Requisition Slip (PRS) Not Yet Purchase Order (PO);;;;;;;;;;
As Of February 11, 2026;;;;;;;;;;
;;;;;;;;;;
Canvasser Name: Erni Ending;;;;;;;;;;
Purchase Requisition Slip;;;Item;;;;;Department;;
20103;70460009434;12-01-2018;62101;Paku rivet dia. 4,5 mm x 10 mm @ 1000 ;0,00;2,00;DOS;7034;Fixed Production;
20104;70460009435;12-01-2018;51438;DUMBASTER / ACHIDID LIQUID DRAIN @1LTR;0,00;10,00;GLN;7046;Engineering;
20143;70420009446;15-01-2018;40126;LABELS ISABELLA TUNA RASA ASAP;0,00;5.000,00;PCS;7042;Inventory Management;
20135;70440009442;15-01-2018;90335;STAMPEL CAP SPFI ;0,00;1,00;PCS;7044;Quality Assurance;
20156;70320009454;18-01-2018;90663;MOUSE KOMPUTER (MERK LOGITECH);0,00;2,00;PCS;7032;Fixed Fish Procurement;
20162;70460009458;18-01-2018;52630;CHLOR INE TEST 907 09 @5M;0,00;2,00;PCS;7046;Engineering;
20168;70460009464;19-01-2018;01338;SL/C for Study Kelayakan dalam Rangka Pembuatan Ijin Dermaga;0,00;1,00;LOT;7046;Engineering;
20181;70440009467;22-01-2018;10020;LEMON GRASS/DAUN LEMON;0,00;5,40;KGS;7044;Quality Assurance;
20189;70460009471;23-01-2018;60154;PU FOAM KEMASAN KALENG SPRAY;0,00;2,00;TINS;7061;Variable Cold Storage;
20243;70420009483;26-01-2018;90216;MAP PLASTIK;0,00;20,00;PCS;7042;Inventory Management;
20244;70420009483;26-01-2018;90502;SPIDOL BOARDMARKER BG 12;4,00;24,00;PCS;7042;Inventory Management;
20229;70320009488;27-01-2018;50061;RUBBER BOOTS PANJANG PUTIH TOYOBO;0,00;2,00;PAIR;7032;Fixed Fish Procurement;
20251;70460009501;30-01-2018;62982;SCREEN KAWAT LAPIS PLASTIC @ 25MTR/ROLL;0,00;1,00;;7034;Fixed Production;
20245;70480009499;30-01-2018;51235;KETEL AIR LISTRIK;0,00;1,00;PC;7048;Human Resources Development;
20280;70460009511;02-02-2018;52442;PENUTUP GALLON AQUA;0,00;2.000,00;PCS;7034;Fixed Production;
20302;70460009521;05-02-2018;65135;PAKU RIVETS 4.8MM @ 500PCS/BOX;0,00;1,00;BOX;7046;Engineering;
20314;70420009529;06-02-2018;90257;TIP- X;0,00;12,00;PCS;7042;Inventory Management;
20317;70420009529;06-02-2018;90216;MAP PLASTIK;0,00;20,00;PCS;7042;Inventory Management;
20356;70320009551;08-02-2018;60688;PAD LOCK BIG;0,00;1,00;PCS;7032;Fixed Fish Procurement;
20375;70420009562;10-02-2018;99926;GEMBOK TOP SECURITY SOLID 70mm;0,00;2,00;PC;7042;Inventory Management;
20400;70460009582;14-02-2018;69090;GROUT SIKA ( @ 1 KG/BAGS ) CREAM COLOR;0,00;10,00;BAGS;7046;Engineering;
20401;70420009583;15-02-2018;10007;SUNFLOWER OIL;37.420,00;21.600,00;KGS;7042;Inventory Management;
20403;70460009584;15-02-2018;60136;SIKAFLOOR 21 PURCEM LP (PART A=3KG, B=3KG, C= 14KG) WARNA KREM;0,00;1,00;SET;7046;Engineering;
20457;70440009604;21-02-2018;10020;LEMON GRASS/DAUN LEMON;0,00;1,80;KGS;7044;Quality Assurance;
20478;70460009615;23-02-2018;56910;PILOX WARNA KREM;0,00;4,00;BTL;7046;Engineering;
20483;70460009617;24-02-2018;60522;CUTTING WHEEL (RESIBON BRAND) 4;40,00;5,00;;7042;Inventory Management;
20493;70460009623;27-02-2018;69065;TILES, 30CM X 30CM WHITE COLOR;8,00;8,00;DOSS;7033;Variable Production;
20494;70460009623;27-02-2018;69088;GROUT SIKA ( @ 1 KG/BAGS ) WHITE COLOR;10,00;5,00;BAGS;7033;Variable Production;
20527;70440009640;02-03-2018;10020;LEMON GRASS/DAUN LEMON;0,00;1,80;KGS;7044;Quality Assurance;
20531;70440009640;02-03-2018;10019;YELOW GINGER/KUNYIT;5,00;11,25;KGS;7044;Quality Assurance;
20564;70420009660;07-03-2018;90764;JAM DINDING MERK SEIKO;0,00;1,00;UNIT;7042;Inventory Management;
20629;70440009688;14-03-2018;10020;LEMON GRASS/DAUN LEMON;0,00;1,20;KGS;7044;Quality Assurance;
20690;70480009719;23-03-2018;51584;RUBBER BOOTS PENDEK HITAM WING ON;2,00;1,00;PAIR;7048;Human Resources Development;
20699;70440009720;26-03-2018;10020;LEMON GRASS/DAUN LEMON;0,00;1,20;KGS;7044;Quality Assurance;
20768;70320009754;03-04-2018;91302;DEXTROMETHROPAN;0,00;1,00;BOX;7032;Fixed Fish Procurement;
20803;70440009762;03-04-2018;10021;YELOW GINGER LEAVE/DAUN KUNYIT;0,00;0,50;KGS;7044;Quality Assurance;
20840;70460009767;04-04-2018;65880;KUNCI PINTU + HANDLE DOOR, TYPE SOLID;0,00;1,00;SETS;7048;Human Resources Development;
20841;70460009767;04-04-2018;64462;ENGSEL PINTU S/S 3;0,00;2,00;PCS;7048;Human Resources Development;
20859;70440009783;09-04-2018;10019;YELOW GINGER/KUNYIT;5,00;13,50;KGS;7044;Quality Assurance;
20864;70440009783;09-04-2018;10020;LEMON GRASS/DAUN LEMON;0,00;1,43;KGS;7044;Quality Assurance;
20868;70440009783;09-04-2018;10063;SANTAN KARA;0,00;118,80;KGS;7044;Quality Assurance;
20892;70440009793;11-04-2018;10024;RED CHILI - BIG SIZE;0,00;132,00;KGS;7044;Quality Assurance;
20895;70460009794;11-04-2018;61086;MATA KRAN LEHER ANGSA (FOR WASTAFEL);0,00;1,00;;7033;Variable Production;
20885;70640009791;11-04-2018;91520;Balon terbang TV Miss isabella;0,00;1,00;UNIT;7064;Fixed Viand Tuna;
20886;70640009791;11-04-2018;91522;Balon terbang TV pantai manado;0,00;1,00;UNIT;7064;Fixed Viand Tuna;
20898;70440009796;12-04-2018;10015;ONION/BAWANG MERAH;0,00;20,00;KGS;7044;Quality Assurance;
20902;70460009798;13-04-2018;69077;FILLTER NANO;0,00;4,00;PCS;7046;Engineering;
20981;70440009825;20-04-2018;10024;RED CHILI - BIG SIZE;68,90;132,00;KGS;7044;Quality Assurance;
20993;70420009831;21-04-2018;10042;BLENDED OIL ;7.272,00;21.000,00;KGS;7042;Inventory Management;
20994;70420009832;21-04-2018;90662;MOUSE OPTICAL;0,00;2,00;PCS;7042;Inventory Management;
21022;70420009846;25-04-2018;99979;CARTRIDGE HP DESKJET D2000 COLOUR (802S/CH562Z);3,00;12,00;PCS;7042;Inventory Management;
21039;70440009851;26-04-2018;10016;GINGER/JAHE;0,00;1,50;KGS;7044;Quality Assurance;
21059;70460009856;26-04-2018;01933;SL/C TOOL & MATERIAL FOR INJEKSI (MENUTUP REMBESAN AIR DI SUDUT BALOK LANTAI MENDIUM DI AREA CANOPY 603);0,00;1,00;LOT;7034;Fixed Production;
21065;70440009860;27-04-2018;50339;MERICA LADAKU;0,00;1,00;KGS;7044;Quality Assurance;
21105;70460009883;03-05-2018;98898;PAKU RIVETS, 4MM X 1 INC @ 1000PCS/BOX;0,00;2,00;BOX;7033;Variable Production;
21104;70640009882;03-05-2018;02949;SL/C Pembuatan Gambar Produk TunaViand;0,00;25,00;LOT;7064;Fixed Viand Tuna;
21106;70640009884;04-05-2018;90765;PAYUNG;0,00;4,00;PCS;7064;Fixed Viand Tuna;
21107;70640009884;04-05-2018;90179;KEYBOARD + MOUSE;0,00;1,00;SET;7064;Fixed Viand Tuna;
21134;70460009894;07-05-2018;69090;GROUT SIKA ( @ 1 KG/BAGS ) CREAM COLOR;0,00;10,00;BAGS;7046;Engineering;
21189;70460009919;09-05-2018;69050;GYPSUM, 10MM X 120CM X 240CM;0,00;2,00;SHEET;7048;Human Resources Development;
21190;70460009919;09-05-2018;66419;KAIN HAS (FOR GYPSUM);0,00;1,00;PCS;7048;Human Resources Development;
21191;70460009919;09-05-2018;69079;PROFIL GYPSUM SP - 5 @ 2MTR / LE;0,00;3,00;LE;7048;Human Resources Development;
21192;70460009919;09-05-2018;66065;PAKU GYPSUM, @100 PCS/BOX;0,00;1,00;BOX;7048;Human Resources Development;
21193;70460009919;09-05-2018;63585;LEM FOX @ 1KG / TIN;0,00;1,00;KGS;7048;Human Resources Development;
21194;70640009920;09-05-2018;90138;KAOS TUNAVIAND + BORDIR;0,00;4,00;PCS;7064;Fixed Viand Tuna;
21198;70420009922;11-05-2018;50448;TOPI LOINING MODEL TERBARU;4,00;100,00;PCS;7042;Inventory Management;
21249;70420009943;18-05-2018;92564;TISSUE ROLL PANJANG;1,00;12,00;PCS;7042;Inventory Management;
21276;70480009959;23-05-2018;92566;TISSUE ROLL BESAR;0,00;10,00;PACK;7048;Human Resources Development;
21350;70460010006;11-06-2018;64624;KUNCI FOR PINTU ALUMINIUM;0,00;1,00;PCS;7046;Engineering;
21404;70460010025;13-06-2018;62133;HAND GLOVE ASBES ANTI PANAS;0,00;2,00;PAIRS;7046;Engineering;
21405;70460010025;13-06-2018;60116;KACA MATA SAFETY (FOR GRINDING JOB);0,00;2,00;;7046;Engineering;
21410;70460010030;19-06-2018;64300;S/S Screen kotak ukuran 10x10 mm ;0,00;1,00;METER;7033;Variable Production;
21423;70440010042;21-06-2018;56230;HAND GLOVE FOR KITCHEN;0,00;2,00;BOX;7044;Quality Assurance;
21424;70440010042;21-06-2018;10037;CABE RAWIT;4,70;3,66;KG;7044;Quality Assurance;
21433;70440010047;22-06-2018;10021;YELOW GINGER LEAVE/DAUN KUNYIT;0,00;0,30;KGS;7044;Quality Assurance;
21443;70440010048;22-06-2018;10021;YELOW GINGER LEAVE/DAUN KUNYIT;0,00;0,20;KGS;7044;Quality Assurance;
21427;70460010045;22-06-2018;57396;CERMIN RIAS UKURAN 50X75 CM;0,00;1,00;PC;7033;Variable Production;
21471;70420010054;25-06-2018;50217;CHLORINE POWDER 15KG/PAIL;1,00;5,00;PAILS;7042;Inventory Management;
21474;70420010054;25-06-2018;52014;SIKAT TANGAN (SIKAT BAJU);2,00;50,00;PCS;7042;Inventory Management;
21482;70420010063;29-06-2018;10002;SOYA BEAN OIL;-40,00;80,00;KGS;7042;Inventory Management;
21501;70420010076;03-07-2018;54520;SARUNG TANGAN KARET TEBAL WARNA BIRU;0,00;3,00;LUSIN;7042;Inventory Management;
21614;70640010131;23-07-2018;50175;SPANDUK PROMO VIAND TUNA;0,00;1,00;PCS;7064;Fixed Viand Tuna;
21621;70640010137;24-07-2018;90236;PRINTER CANON IP2770 COLOUR;0,00;1,00;UNIT;7064;Fixed Viand Tuna;
21648;70440010145;26-07-2018;10021;YELOW GINGER LEAVE/DAUN KUNYIT;0,00;0,25;KGS;7044;Quality Assurance;
21676;70320010161;31-07-2018;91362;THIAMPENICOL @100 TAB/DOS;0,00;1,00;DOS;7032;Fixed Fish Procurement;
21663;70420010157;31-07-2018;65880;KUNCI PINTU + HANDLE DOOR, TYPE SOLID;0,00;1,00;SETS;7042;Inventory Management;
21744;70420010202;14-08-2018;90256;CARTDRIDGE CANON iP 2770  COLOUR (811);1,00;6,00;PCS;7042;Inventory Management;
21749;70420010203;14-08-2018;50982;LINT ROLLER;0,00;5,00;PCS;7042;Inventory Management;
21740;70460010200;14-08-2018;63850;HAND SHOWER  + FLEXIBLE HOSE S/S 1/2;0,00;2,00;PCS;7033;Variable Production;
21761;70460010207;14-08-2018;01815;SL/C FOR ABSORB SEPTIC TANK TOILET ADMIN & POS SECURITY ;0,00;2,00;TRIP;7048;Human Resources Development;
21765;70460010211;16-08-2018;66592;FILTER RO MODEL R350 (AIR ISI ULANG);0,00;3,00;PCS;7046;Engineering;
21877;70420010266;07-09-2018;30206;CARTON WITH PRINTING DOLPHIN SSO EOE 307;0,00;4.200,00;PCS;7042;Inventory Management;
21886;70420010269;10-09-2018;54218;GALON KOSONG PALM OIL PT AGRO;0,00;100,00;GLN;7042;Inventory Management;
21948;70480010296;17-09-2018;96589;HP SMARTPHONE;0,00;1,00;UNIT;7048;Human Resources Development;
21949;70480010296;17-09-2018;91293;KARTU PERDANA SIMPATI;0,00;1,00;PCS;7048;Human Resources Development;
22034;70460010343;28-09-2018;68420;S/S HANDLE PINTU  @ 2 INC DIA;0,00;1,00;PCS;7048;Human Resources Development;
22191;70460010384;09-10-2018;55412;paku rivet 4.8mm x 2 inch 1000 pcs/pack;0,00;1,00;BOX;7039;Variable Labeling;
22213;70320010391;11-10-2018;90645;LEVERTRAN (SALEP LUKA BAKAR);0,00;1,00;BTL;7032;Fixed Fish Procurement;
22257;70440010416;17-10-2018;91027;BINGKAI FOTO 25 X 30;0,00;3,00;PCS;7044;Quality Assurance;
22262;70440010418;17-10-2018;10037;CABE RAWIT;0,00;10,00;KG;7044;Quality Assurance;
22263;70440010418;17-10-2018;10021;YELOW GINGER LEAVE/DAUN KUNYIT;0,00;2,00;KGS;7044;Quality Assurance;
22272;70440010419;17-10-2018;10020;LEMON GRASS/DAUN LEMON;0,00;960,00;KGS;7044;Quality Assurance;
22294;70420010434;22-10-2018;90662;MOUSE OPTICAL;0,00;2,00;PCS;7042;Inventory Management;
22339;70420010451;25-10-2018;60391;CLAMP HOSE  S/S  2 INCH;0,00;2,00;PCS;7042;Inventory Management;
22340;70420010451;25-10-2018;56936;SELANG BENANG 1.5 INCH;0,00;10,00;METER;7042;Inventory Management;
22377;70440010477;01-11-2018;90663;MOUSE KOMPUTER (MERK LOGITECH);0,00;2,00;PCS;7044;Quality Assurance;
22392;70320010488;05-11-2018;54135;ALAT TEPUK LALAT PLASTIK;0,00;12,00;PCS;7032;Fixed Fish Procurement;
22480;70420010516;14-11-2018;91052;KERTAS PAPER FOR BIN TAG;0,00;1,00;REAMS;7042;Inventory Management;
22483;70640010519;14-11-2018;50266;Bendera Product Mini Untuk Ruangan;0,00;50,00;PCS;7064;Fixed Viand Tuna;
22505;70420010528;15-11-2018;91200;INK CARTRIDGE HP 2660 BLACK;0,00;3,00;PCS;7042;Inventory Management;
22506;70420010528;15-11-2018;91220;INK CARTRIDGE HP  2660 COLOR;0,00;3,00;PCS;7042;Inventory Management;
22541;70460010548;23-11-2018;64255;ALUMINIUM PLATE 1MM X 100 CM X 200 CM;0,00;3,00;SHEETS;7046;Engineering;
22542;70460010548;23-11-2018;62534;PAKU SENG;0,00;2,00;KGS;7046;Engineering;
22543;70640010549;23-11-2018;10785;SOLKA FLOC;0,00;1,00;KG;7064;Fixed Viand Tuna;
22544;70640010549;23-11-2018;10784;MARK SOY;0,00;1,00;KG;7064;Fixed Viand Tuna;
22612;70420010591;05-12-2018;10002;SOYA BEAN OIL;600,00;14.400,00;KGS;7042;Inventory Management;
22648;70420010607;10-12-2018;53552;DETERGENT DAIA PUTIH @ 900 GR;18,00;50,00;;7042;Inventory Management;
22655;70460010615;12-12-2018;53152;TILES 20CM X 25 CM WHITE COLOR GRANITE;0,00;12,00;DOS;7046;Engineering;
22671;70420010625;14-12-2018;10007;SUNFLOWER OIL;0,00;43.800,00;KGS;7042;Inventory Management;
22686;70440010631;17-12-2018;53512;PUPUK NPK;0,00;30,00;SACK;7044;Quality Assurance;
22701;70420010639;19-12-2018;30069;CARTON SHEET BROWN;0,00;64.600,00;PCS;7042;Inventory Management;
22702;70460010640;19-12-2018;00617;SL/C & TOOLS FOR ABSORB SEPTIC TANK POS SECURITY;2,00;1,00;TRIP;7046;Engineering;
22724;70640010654;27-12-2018;52476;BRANDING MOBIL TUNA VIAND GRAN MAX;1,00;1,00;UNITS;7064;Fixed Viand Tuna;
22725;70640010654;27-12-2018;02413;BRANDING MOBIL TUNA VIAND HILUX DOUBLE CABIN;2,00;1,00;LOT;7064;Fixed Viand Tuna;
22769;70420010674;03-01-2019;41025;LABELS 603 KINGFISHER P&L IN BRINE;0,00;19.200,00;PCS;7042;Inventory Management;
22792;70440010690;08-01-2019;70094;AQUADESTILATE;0,00;10,00;LTR;7044;Quality Assurance;
22848;70440010718;12-01-2019;90663;MOUSE KOMPUTER (MERK LOGITECH);0,00;1,00;PCS;7044;Quality Assurance;
22903;70420010747;22-01-2019;91089;CUTTER BIG;0,00;3,00;PCS;7042;Inventory Management;
22904;70420010747;22-01-2019;90203;CUTTER REFILL BIG ;3,00;2,00;PACK;7042;Inventory Management;
22905;70420010747;22-01-2019;90706;GUNTING;0,00;2,00;PCS;7042;Inventory Management;
22906;70420010747;22-01-2019;95410;MISTAR/RULLER STAINLESS 50 CM;0,00;2,00;PCS;7042;Inventory Management;
22907;70420010747;22-01-2019;99934;DIGITAL CAMERA 10 MEGA PXL;0,00;1,00;PC;7042;Inventory Management;
22909;70460010749;22-01-2019;02781;SL/C & TOOLS FOR PERBAIKAN REVERSE OSMOSIS SYSTEM;0,00;1,00;LOT;7046;Engineering;
22925;70460010763;24-01-2019;56210;PIPA AIR HDPE [ HITAM ] DIA 1/2 INCH;0,00;20,00;MTR;7046;Engineering;
22940;70460010773;26-01-2019;67349;S/S PIPE 2 INCH SCH 40;0,00;2,00;LGTS;7033;Variable Production;
22974;70420010789;29-01-2019;90078;CALCULATOR 14 DIGIT;0,00;1,00;PCS;7042;Inventory Management;
22994;70460010803;31-01-2019;63156;Handle key door 2 slag merek solid;0,00;1,00;PC;7046;Engineering;
23014;70320010816;06-02-2019;63949;DISPENCER ( COOL & HOT ) FOR AIR MINUM;0,00;1,00;UNIT;7032;Fixed Fish Procurement;
23102;70460010852;13-02-2019;55201;Afur TX 709 AN;0,00;1,00;PCS;7046;Engineering;
23103;70460010852;13-02-2019;55202;Stop Valve TX 277 S;0,00;1,00;PCS;7046;Engineering;
23105;70460010852;13-02-2019;60187;SEAL TAPE TBA;6,00;10,00;PCS;7046;Engineering;
23111;70460010852;13-02-2019;55200;FAUCET T 205 MB;0,00;1,00;PCS;7046;Engineering;
23112;70460010852;13-02-2019;55203;SOAP DISPENSER TS 126 AR;0,00;1,00;PCS;7046;Engineering;
23124;70460010864;16-02-2019;50043;MASKER HIDUNG GOOD QUALITY;0,00;6,00;DOS;7046;Engineering;
23135;70420010870;19-02-2019;94520;PLASTIC FOR FILES;0,00;50,00;PCS;7042;Inventory Management;
23210;70440010893;27-02-2019;10065;LAOS;0,00;2,50;KGS;7044;Quality Assurance;
23214;70440010893;27-02-2019;10024;RED CHILI - BIG SIZE;0,00;0,95;KGS;7044;Quality Assurance;
23216;70440010893;27-02-2019;10062;DAUN SALAM;0,00;0,47;KGS;7044;Quality Assurance;
23222;70440010893;27-02-2019;10063;SANTAN KARA;0,00;39,60;KGS;7044;Quality Assurance;
23260;70460010906;02-03-2019;52442;PENUTUP GALLON AQUA;200,00;1.000,00;PCS;7046;Engineering;
23277;70500010914;06-03-2019;90663;MOUSE KOMPUTER (MERK LOGITECH);0,00;1,00;PCS;7050;Purchasing;
23299;70420010922;08-03-2019;54012;LIME FRESH;7,00;50,00;BAGS;7042;Inventory Management;
23344;70420010955;15-03-2019;90176;WIRELESS MOUSE LOGITECH G700;0,00;1,00;PCS;7042;Inventory Management;
23358;70440010965;19-03-2019;10048;CABE KERING;0,00;585,00;KG;7044;Quality Assurance;
23368;70420010970;22-03-2019;91008;ENVELOPE BROWN 310 LETTER HEAD;0,00;100,00;PCS;7042;Inventory Management;
23415;70460010994;29-03-2019;51485;Fly Catcher (Hitachi Brand) type SM 115 complate w/ glue pad 42 x 17 cm;0,00;1,00;SET;7046;Engineering;
23416;70460010994;29-03-2019;51486;Glue Pad 42 x 17 cm;0,00;2,00;PACK;7046;Engineering;
23484;70460011023;11-04-2019;64300;S/S Screen kotak ukuran 10x10 mm ;0,00;10,00;METER;7046;Engineering;
23500;70460011029;11-04-2019;65135;PAKU RIVETS 4.8MM @ 500PCS/BOX;0,00;5,00;BOX;7046;Engineering;
23501;70460011029;11-04-2019;60522;CUTTING WHEEL (RESIBON BRAND) 4;19,00;20,00;;7046;Engineering;
23575;70420011063;25-04-2019;30256;CARTON PRINTING 04 RIVERDENE SCB 603;0,00;6.400,00;PCS;7042;Inventory Management;
23569;70480011061;25-04-2019;92246;GELAS UNTUK CUCI MATA;0,00;2,00;PCS;7048;Human Resources Development;
23584;70320011069;27-04-2019;10024;RED CHILI - BIG SIZE;88,69;165,00;KGS;7032;Fixed Fish Procurement;
23629;70420011090;03-05-2019;34520;CARTON PRINTING 05 RIVERDENE SCB 603 NEW;0,00;8.000,00;PCS;7042;Inventory Management;
23631;70420011092;03-05-2019;41420;STICKER POLE AND LINE RIVERDENE SCB DIA 8CM X 8 CM;0,00;9.600,00;PCS;7042;Inventory Management;
23632;70420011092;03-05-2019;42263;LABELS 603 RIVERDENE SCB UV COATING;0,00;9.600,00;PCS;7042;Inventory Management;
23698;70440011115;08-05-2019;10037;CABE RAWIT;12,00;20,00;KG;7044;Quality Assurance;
23761;70440011151;16-05-2019;92553;CORONG PLATIC UKURAN SEDANG;0,00;6,00;PC;7044;Quality Assurance;
23754;70520011149;16-05-2019;90152;PLASTIC COVER (FS);0,00;12,00;PACK;7052;Finance;
23771;70420011157;18-05-2019;55001;plastic stretch film;0,00;24,00;ROLLS;7042;Inventory Management;
23787;70420011164;20-05-2019;10047;OLEORESIN;60,00;20,00;KG;7042;Inventory Management;
23864;70420011207;10-06-2019;52401;SUNLIGHT @ 800 ML;2,00;30,00;SCHT;7042;Inventory Management;
23902;70460011223;14-06-2019;54453;TILES 40 CM X 40 CM WHITE COLOR;0,00;3,00;DOS;7046;Engineering;
23903;70460011223;14-06-2019;69088;GROUT SIKA ( @ 1 KG/BAGS ) WHITE COLOR;0,00;5,00;BAGS;7046;Engineering;
23955;70460011255;21-06-2019;68414;PD 35 (BMT 0,30) A 680 P. 6,00 MTR FASCIA BLUE;0,00;6,00;SHEET;7046;Engineering;
23982;70440011273;26-06-2019;10015;ONION/BAWANG MERAH;0,00;0,79;KGS;7044;Quality Assurance;
23983;70440011273;26-06-2019;10014;GARLIC/BAWANG PUTIH;0,00;0,79;KGS;7044;Quality Assurance;
23984;70440011273;26-06-2019;10037;CABE RAWIT;0,00;1,68;KG;7044;Quality Assurance;
23985;70440011273;26-06-2019;10024;RED CHILI - BIG SIZE;0,00;0,46;KGS;7044;Quality Assurance;
23986;70440011273;26-06-2019;10020;LEMON GRASS/DAUN LEMON;0,00;0,05;KGS;7044;Quality Assurance;
23987;70440011273;26-06-2019;10066;SUGAR WHITE;0,00;0,31;KGS;7044;Quality Assurance;
24089;70460011311;08-07-2019;52442;PENUTUP GALLON AQUA;0,00;2.000,00;PCS;7046;Engineering;
24229;70440011354;17-07-2019;10037;CABE RAWIT;26,00;1,08;KG;7044;Quality Assurance;
24289;70320011398;30-07-2019;10024;RED CHILI - BIG SIZE;0,00;30,00;KGS;7032;Fixed Fish Procurement;
24360;70460011427;06-08-2019;65889;ALUMINIUM FRAME UK. 35MM X 70MM FOR RANGKA KOSEN;0,00;2,00;LE;7046;Engineering;
24361;70460011427;06-08-2019;64097;ACRYLIC PLASTIC 1,2 X 2,4 X 2 MM;0,00;1,00;SHEET;7046;Engineering;
24362;70460011427;06-08-2019;64813;KARET PENGANCING ACRYLIC 1/2 @50MTR/ROLL;-2,00;15,00;ROLL;7046;Engineering;
24363;70460011427;06-08-2019;67540;ALUMINIUM REL PINTU (SLIDING DOOR)  + RODA REL;0,00;1,00;SET;7046;Engineering;
24364;70460011427;06-08-2019;68661;KUNCI PINTU SLIDING DOOR + ACCESORIES (COOD QUALITY);0,00;1,00;SETS;7046;Engineering;
24365;70460011427;06-08-2019;68855;PAKU RIVET 5MM;0,00;2,00;DOS;7046;Engineering;
24366;70460011427;06-08-2019;60522;CUTTING WHEEL (RESIBON BRAND) 4;17,00;1,00;;7046;Engineering;
24369;70460011430;06-08-2019;65880;KUNCI PINTU + HANDLE DOOR, TYPE SOLID;0,00;1,00;SETS;7046;Engineering;
24418;70420011460;16-08-2019;50620;CAUSTIC SODA FLAKE @ 25 KG;0,00;5,00;SACKS;7042;Inventory Management;
24430;70320011465;20-08-2019;52117;Perangkap Tikus;7,00;12,00;Pcs;7032;Fixed Fish Procurement;
24486;70320011490;26-08-2019;90706;GUNTING;0,00;1,00;PCS;7032;Fixed Fish Procurement;
24497;70420011496;27-08-2019;30027;CARTONS 307/48 BROWN 168;453,00;15.000,00;PCS;7042;Inventory Management;
24556;70420011522;04-09-2019;90550;PLAIN PAPER FAX PANASONIC KF FA93;0,00;5,00;PCS;7042;Inventory Management;
24621;70440011544;11-09-2019;10062;DAUN SALAM;0,00;0,96;KGS;7044;Quality Assurance;
24622;70440011544;11-09-2019;10020;LEMON GRASS/DAUN LEMON;0,50;0,96;KGS;7044;Quality Assurance;
24624;70440011544;11-09-2019;10021;YELOW GINGER LEAVE/DAUN KUNYIT;0,00;2,64;KGS;7044;Quality Assurance;
24626;70440011544;11-09-2019;10063;SANTAN KARA;0,00;79,20;KGS;7044;Quality Assurance;
24659;70420011554;12-09-2019;53221;NATURAL HAND SOAP ;0,00;20,00;LITERS;7042;Inventory Management;
24662;70460011556;13-09-2019;50055;KUAS ROLL 20 CM;-715,00;5,00;PCS;7046;Engineering;
24743;70460011588;16-09-2019;51337;High temperature Paint,Jotun Solvalitt Aluminium @ 5 ltr ;0,00;1,00;TINS;7046;Engineering;
24744;70460011588;16-09-2019;55333;Thinner (dana gloss);0,00;3,00;LITER;7046;Engineering;
24745;70460011588;16-09-2019;52675;KUAS TANGAN 3 INC;2,00;3,00;PC;7046;Engineering;
24788;70420011604;18-09-2019;90099;PALLET TAG STICKER;200,00;2.000,00;PCS;7042;Inventory Management;
24895;70460011658;28-09-2019;66050;KOMPON GYPSUM @ 1KG/BOX;0,00;1,00;SACK;7046;Engineering;
24918;70460011668;01-10-2019;53532;S/S HOLLO 2MM  X 2CM  X 4CM ;0,00;2,00;LGTS;7046;Engineering;
24919;70460011668;01-10-2019;53533;SIKU ALUMIUM 15CM X 1.5CM;0,00;2,00;LGTS;7046;Engineering;
24920;70460011668;01-10-2019;64813;KARET PENGANCING ACRYLIC 1/2 @50MTR/ROLL;-2,00;15,00;ROLL;7046;Engineering;
24922;70460011668;01-10-2019;68559;RELL SLIDING DOOR + ACCESORIES & STAPER (PENAHAN PINTU);0,00;1,00;SETS;7046;Engineering;
24923;70460011668;01-10-2019;60522;CUTTING WHEEL (RESIBON BRAND) 4;44,00;2,00;;7046;Engineering;
24945;70460011681;03-10-2019;66050;KOMPON GYPSUM @ 25KG;0,00;1,00;SACK;7046;Engineering;
25032;70420011740;17-10-2019;10007;SUNFLOWER OIL;2.288,00;5.000,00;KGS;7042;Inventory Management;
25103;70460011774;29-10-2019;62012;CUTTING WHEEL 4 INCH FOR STAINLESS STEEL;19,00;30,00;PCS;7046;Engineering;
25095;70520011770;29-10-2019;94126;INK TRODAT (UNGU);0,00;1,00;BOX;7052;Finance;
25096;70520011770;29-10-2019;90146;INK TRODAT ( RED );0,00;1,00;BOX;7052;Finance;
25126;70460011785;31-10-2019;68020;SCREW GYPSUM, 3MM X 1 INC @ 500 PCS/BOX;0,00;1,00;BOX;7046;Engineering;
25127;70460011785;31-10-2019;66419;KAIN HAS (FOR GYPSUM);0,00;2,00;PCS;7046;Engineering;
25180;70460011808;07-11-2019;60852;RESIN;0,00;50,00;KGS;7046;Engineering;
25181;70460011808;07-11-2019;69085;CATALYS @ 1/2 LTR / BTL;0,00;2,00;BTL;7046;Engineering;
25182;70460011808;07-11-2019;68220;MET FIBER 450 @ 50 MTR / ROLL;0,00;1,00;ROLL;7046;Engineering;
